Origin IATA,Destination IATA,OCity,DCity,Fclass Seats,Bclass Seats,Eclass Seats,Total Seats
AUS,MEM,Austin,Memphis,0,0,0,0
LCK,EWR,Columbus,Newark,0,0,0,0
IND,EWR,Indianapolis,Newark,0,0,0,0
SLC,OAK,Salt Lake City,Oakland,0,0,0,0
SJU,MEM,San Juan,Memphis,0,0,0,0
ATL,GSO,Atlanta,Greensboro,0,0,0,0
LFT,MEM,Lafayette,Memphis,0,0,0,0
CID,IND,Cedar Rapids,Indianapolis,0,0,0,0
CDG,ATH,Paris,Athens,0,0,0,0
PHL,IND,Philadelphia,Indianapolis,0,0,0,0
IAD,MEM,Washington,Memphis,0,0,0,0
STL,MEM,St Louis,Memphis,0,0,0,0
DFW,IND,Dallas-Fort Worth,Indianapolis,0,0,0,0
DFW,IND,Dallas-Fort Worth,Indianapolis,0,0,0,0
ANC,IND,Anchorage,Indianapolis,0,0,0,0
ATL,AFW,Atlanta,Fort Worth,0,0,0,0
KIX,PEK,Osaka,Beijing,0,0,0,0
RNO,OAK,Reno,Oakland,0,0,0,0
SHV,AFW,Shreveport,Fort Worth,0,0,0,0
CID,IND,Cedar Rapids,Indianapolis,0,0,0,0
CDG,LYS,Paris,Lyon,0,0,0,0
LGG,SAW,Liege,Istanbul,0,0,0,0
SAT,AFW,San Antonio,Fort Worth,0,0,0,0
ATL,GSO,Atlanta,Greensboro,0,0,0,0
STN,DUB,London,Dublin,0,0,0,0
SAT,MEM,San Antonio,Memphis,0,0,0,0
ATL,AFW,Atlanta,Fort Worth,0,0,0,0
RNO,OAK,Reno,Oakland,0,0,0,0
CGN,LGG,Cologne,Liege,0,0,0,0
SAT,AFW,San Antonio,Fort Worth,0,0,0,0
ATL,GSO,Atlanta,Greensboro,0,0,0,0
LFT,MEM,Lafayette,Memphis,0,0,0,0
TUL,AFW,Tulsa,Fort Worth,0,0,0,0
SLC,OAK,Salt Lake City,Oakland,0,0,0,0
MKE,IND,Milwaukee,Indianapolis,0,0,0,0
ANC,IND,Anchorage,Indianapolis,0,0,0,0
LCK,EWR,Columbus,Newark,0,0,0,0
SHV,AFW,Shreveport,Fort Worth,0,0,0,0
LFT,MEM,Lafayette,Memphis,0,0,0,0
BWI,EWR,Baltimore,Newark,0,0,0,0
CDG,MRS,Paris,Marseille,0,0,0,0
ATL,IND,Atlanta,Indianapolis,0,0,0,0
SHV,AFW,Shreveport,Fort Worth,0,0,0,0
DFW,IND,Dallas-Fort Worth,Indianapolis,0,0,0,0
ANC,KIX,Anchorage,Osaka,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
LCK,EWR,Columbus,Newark,0,0,0,0
OMA,MEM,Omaha,Memphis,0,0,0,0
BMI,MEM,Bloomington-Normal,Memphis,0,0,0,0
MCI,AFW,Kansas City,Fort Worth,0,0,0,0
BWI,EWR,Baltimore,Newark,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
BQN,MEM,Aguadilla,Memphis,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
AUS,MEM,Austin,Memphis,0,0,0,0
TUL,AFW,Tulsa,Fort Worth,0,0,0,0
ICT,MEM,Wichita,Memphis,0,0,0,0
BIL,MEM,Billings,Memphis,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
DFW,GSO,Dallas-Fort Worth,Greensboro,0,0,0,0
AUS,AFW,Austin,Fort Worth,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
ATL,IND,Atlanta,Indianapolis,0,0,0,0
SEA,OAK,Seattle,Oakland,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
ICT,MEM,Wichita,Memphis,0,0,0,0
ICT,MEM,Wichita,Memphis,0,0,0,0
BWI,EWR,Baltimore,Newark,0,0,0,0
SEA,OAK,Seattle,Oakland,0,0,0,0
SAT,MEM,San Antonio,Memphis,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
ICT,MEM,Wichita,Memphis,0,0,0,0
OPO,LIS,Porto,Lisbon,0,0,0,0
MCI,IND,Kansas City,Indianapolis,0,0,0,0
MKE,IND,Milwaukee,Indianapolis,0,0,0,0
SAT,AFW,San Antonio,Fort Worth,0,0,0,0
TUL,AFW,Tulsa,Fort Worth,0,0,0,0
DAY,MEM,Dayton,Memphis,0,0,0,0
DFW,GSO,Dallas-Fort Worth,Greensboro,0,0,0,0
NRT,SIN,Tokyo,Singapore,0,0,0,0
OMA,MEM,Omaha,Memphis,0,0,0,0
BNA,GSO,Nashville,Greensboro,0,0,0,0
STN,DUB,London,Dublin,0,0,0,0
LCK,EWR,Columbus,Newark,0,0,0,0
HAJ,BLL,Hannover,Billund,0,0,0,0
SEA,OAK,Seattle,Oakland,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
SIN,CGK,Singapore,Jakarta,0,0,0,0
SIN,CGK,Singapore,Jakarta,0,0,0,0
IAH,AFW,Houston,Fort Worth,0,0,0,0
ORD,MEM,Chicago,Memphis,0,0,0,0
SEA,OAK,Seattle,Oakland,0,0,0,0
MCI,AFW,Kansas City,Fort Worth,0,0,0,0
MKE,IND,Milwaukee,Indianapolis,0,0,0,0
DFW,GSO,Dallas-Fort Worth,Greensboro,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
BNA,GSO,Nashville,Greensboro,0,0,0,0
SEA,OAK,Seattle,Oakland,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
DEL,DXB,New Delhi,Dubai,0,0,0,0
LCK,IND,Columbus,Indianapolis,0,0,0,0
HAJ,BLL,Hannover,Billund,0,0,0,0
HAJ,BLL,Hannover,Billund,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
CGN,LGG,Cologne,Liege,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
DFW,GSO,Dallas-Fort Worth,Greensboro,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
ANC,IND,Anchorage,Indianapolis,0,0,0,0
MCI,AFW,Kansas City,Fort Worth,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
BNA,GSO,Nashville,Greensboro,0,0,0,0
HAJ,BLL,Hannover,Billund,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
SIN,CGK,Singapore,Jakarta,0,0,0,0
PHX,OAK,Phoenix,Oakland,0,0,0,0
STN,DUB,London,Dublin,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
SAT,AFW,San Antonio,Fort Worth,0,0,0,0
YYC,YYZ,Calgary,Toronto,0,0,0,0
CGN,LGG,Cologne,Liege,0,0,0,0
FSD,MEM,Sioux Falls,Memphis,0,0,0,0
LCK,MEM,Columbus,Memphis,0,0,0,0
YYC,YYZ,Calgary,Toronto,0,0,0,0
ORD,AFW,Chicago,Fort Worth,0,0,0,0
DEN,IND,Denver,Indianapolis,0,0,0,0
NRT,SIN,Tokyo,Singapore,0,0,0,0
SLC,OAK,Salt Lake City,Oakland,0,0,0,0
DTW,EWR,Detroit,Newark,0,0,0,0
ORD,MEM,Chicago,Memphis,0,0,0,0
TUL,MEM,Tulsa,Memphis,0,0,0,0
ATL,IND,Atlanta,Indianapolis,0,0,0,0
MEM,IAH,Memphis,Houston,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
TLH,MCO,Tallahassee,Orlando,0,0,0,0
ORD,MEM,Chicago,Memphis,0,0,0,0
OMA,IND,Omaha,Indianapolis,0,0,0,0
CDG,LIS,Paris,Lisbon,0,0,0,0
ORD,MEM,Chicago,Memphis,0,0,0,0
ANC,OAK,Anchorage,Oakland,0,0,0,0
SIN,CGK,Singapore,Jakarta,0,0,0,0
BNA,GSO,Nashville,Greensboro,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
YYC,YYZ,Calgary,Toronto,0,0,0,0
ORD,MEM,Chicago,Memphis,0,0,0,0
PHX,MEM,Phoenix,Memphis,0,0,0,0
IND,AFW,Indianapolis,Fort Worth,0,0,0,0
ORD,GSO,Chicago,Greensboro,0,0,0,0
IND,AFW,Indianapolis,Fort Worth,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
SYR,EWR,Syracuse,Newark,0,0,0,0
IAD,EWR,Washington,Newark,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
MCI,MEM,Kansas City,Memphis,0,0,0,0
IND,AFW,Indianapolis,Fort Worth,0,0,0,0
ORD,AFW,Chicago,Fort Worth,0,0,0,0
MDT,MEM,Harrisburg,Memphis,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
ORD,AFW,Chicago,Fort Worth,0,0,0,0
KIX,PEK,Osaka,Beijing,0,0,0,0
DEL,DXB,New Delhi,Dubai,0,0,0,0
YYC,YYZ,Calgary,Toronto,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
KIX,TPE,Osaka,Taipei,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
ORD,GSO,Chicago,Greensboro,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
DEL,DXB,New Delhi,Dubai,0,0,0,0
ATL,EWR,Atlanta,Newark,0,0,0,0
YWG,YYZ,Winnipeg,Toronto,0,0,0,0
YWG,YYZ,Winnipeg,Toronto,0,0,0,0
BDL,MEM,Hartford,Memphis,0,0,0,0
MEM,ANC,Memphis,Anchorage,0,0,0,0
DEL,DWC,New Delhi,Dubai,0,0,0,0
EWR,BWI,Newark,Baltimore,0,0,0,0
EDI,NCL,Edinburgh,Newcastle,0,0,0,0
MKE,IND,Milwaukee,Indianapolis,0,0,0,0
ORD,AFW,Chicago,Fort Worth,0,0,0,0
KIX,PEK,Osaka,Beijing,0,0,0,0
HSV,MEM,Huntsville,Memphis,0,0,0,0
OKC,MEM,Oklahoma City,Memphis,0,0,0,0
EWR,MEM,Newark,Memphis,0,0,0,0
DEL,DWC,New Delhi,Dubai,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
HSV,MEM,Huntsville,Memphis,0,0,0,0
ICN,SZX,Seoul,Shenzhen,0,0,0,0
ORD,GSO,Chicago,Greensboro,0,0,0,0
EDI,NCL,Edinburgh,Newcastle,0,0,0,0
HSV,MEM,Huntsville,Memphis,0,0,0,0
HSV,MEM,Huntsville,Memphis,0,0,0,0
BNA,MEM,Nashville,Memphis,0,0,0,0
YYC,YWG,Calgary,Winnipeg,0,0,0,0
EDI,NCL,Edinburgh,Newcastle,0,0,0,0
MCI,IND,Kansas City,Indianapolis,0,0,0,0
IND,AFW,Indianapolis,Fort Worth,0,0,0,0
ORD,GSO,Chicago,Greensboro,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
BNA,MEM,Nashville,Memphis,0,0,0,0
HSV,MEM,Huntsville,Memphis,0,0,0,0
MEM,BQN,Memphis,Aguadilla,0,0,0,0
YYZ,MEM,Toronto,Memphis,0,0,0,0
BNA,MEM,Nashville,Memphis,0,0,0,0
ICN,SZX,Seoul,Shenzhen,0,0,0,0
YYZ,YQM,Toronto,Moncton,0,0,0,0
NUE,BRQ,Nuremberg,Brno,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
KIX,PEK,Osaka,Beijing,0,0,0,0
YWG,YYZ,Winnipeg,Toronto,0,0,0,0
EWR,BWI,Newark,Baltimore,0,0,0,0
BNA,MEM,Nashville,Memphis,0,0,0,0
YYC,YYZ,Calgary,Toronto,0,0,0,0
CPH,KUN,Copenhagen,Kaunas,0,0,0,0
ATL,AFW,Atlanta,Fort Worth,0,0,0,0
EDI,NCL,Edinburgh,Newcastle,0,0,0,0
CPH,KUN,Copenhagen,Kaunas,0,0,0,0
SJU,MEM,San Juan,Memphis,0,0,0,0
YYC,YWG,Calgary,Winnipeg,0,0,0,0
YYC,YWG,Calgary,Winnipeg,0,0,0,0
ONT,OAK,Ontario,Oakland,0,0,0,0
MRS,MLA,Marseille,Luqa,0,0,0,0
ICN,CRK,Seoul,Angeles City,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
CRK,HKG,Angeles City,Hong Kong,0,0,0,0
ANC,AFW,Anchorage,Fort Worth,0,0,0,0
BOS,EWR,Boston,Newark,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
ONT,OAK,Ontario,Oakland,0,0,0,0
PHL,MEM,Philadelphia,Memphis,0,0,0,0
BKK,KIX,Bangkok,Osaka,0,0,0,0
ANC,KIX,Anchorage,Osaka,0,0,0,0
NUE,BRQ,Nuremberg,Brno,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
ONT,OAK,Ontario,Oakland,0,0,0,0
DFW,IND,Dallas-Fort Worth,Indianapolis,0,0,0,0
ONT,OAK,Ontario,Oakland,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
PHL,IND,Philadelphia,Indianapolis,0,0,0,0
ICT,AFW,Wichita,Fort Worth,0,0,0,0
NUE,BRQ,Nuremberg,Brno,0,0,0,0
NUE,BRQ,Nuremberg,Brno,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
LYS,LGG,Lyon,Liege,0,0,0,0
DFW,MEM,Dallas-Fort Worth,Memphis,0,0,0,0
DEL,CDG,New Delhi,Paris,0,0,0,0
BNA,IND,Nashville,Indianapolis,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
YYZ,YQM,Toronto,Moncton,0,0,0,0
CPH,KUN,Copenhagen,Kaunas,0,0,0,0
CPH,KUN,Copenhagen,Kaunas,0,0,0,0
IND,MEM,Indianapolis,Memphis,0,0,0,0
ONT,OAK,Ontario,Oakland,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
IND,OAK,Indianapolis,Oakland,0,0,0,0
YYZ,YQM,Toronto,Moncton,0,0,0,0
LYS,NCE,Lyon,Nice,0,0,0,0
ICN,SZX,Seoul,Shenzhen,0,0,0,0
PRG,GDN,Prague,Gdansk,0,0,0,0
EWR,BWI,Newark,Baltimore,0,0,0,0
ICT,AFW,Wichita,Fort Worth,0,0,0,0
MCI,AFW,Kansas City,Fort Worth,0,0,0,0
FCO,SOF,Rome,Sofia,0,0,0,0
PRG,GDN,Prague,Gdansk,0,0,0,0
PRG,GDN,Prague,Gdansk,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
ATL,MEM,Atlanta,Memphis,0,0,0,0
YYZ,YQM,Toronto,Moncton,0,0,0,0
PDX,OAK,Portland,Oakland,0,0,0,0
IAH,MSY,Houston,New Orleans,0,0,0,0
CRK,HKG,Angeles City,Hong Kong,0,0,0,0
STN,DUB,London,Dublin,0,0,0,0
ALB,EWR,Albany,Newark,0,0,0,0
BOS,MEM,Boston,Memphis,0,0,0,0
BDL,IND,Hartford,Indianapolis,0,0,0,0
MRS,MLA,Marseille,Luqa,0,0,0,0
PRG,GDN,Prague,Gdansk,0,0,0,0
ALB,EWR,Albany,Newark,0,0,0,0
ICN,SZX,Seoul,Shenzhen,0,0,0,0
MUC,TSR,Munich,Timisoara,0,0,0,0
BOM,MXP,Mumbai,Milan,0,0,0,0
ICT,AFW,Wichita,Fort Worth,0,0,0,0
VIE,TLV,Vienna,Tel Aviv,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
IAH,MSY,Houston,New Orleans,0,0,0,0
CDG,MEM,Paris,Memphis,0,0,0,0
YYC,YWG,Calgary,Winnipeg,0,0,0,0
FCO,SOF,Rome,Sofia,0,0,0,0
LAX,MEM,Los Angeles,Memphis,0,0,0,0
BNA,MEM,Nashville,Memphis,0,0,0,0
LYS,NCE,Lyon,Nice,0,0,0,0
KUN,TLL,Kaunas,Tallinn,0,0,0,0
FCO,SOF,Rome,Sofia,0,0,0,0
MRS,MLA,Marseille,Luqa,0,0,0,0
EWR,LAX,Newark,Los Angeles,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
JFK,MEM,New York,Memphis,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
EWR,LAX,Newark,Los Angeles,0,0,0,0
MCO,BNA,Orlando,Nashville,0,0,0,0
NRT,SIN,Tokyo,Singapore,0,0,0,0
BOM,DWC,Mumbai,Dubai,0,0,0,0
ANC,ICN,Anchorage,Seoul,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
EWR,LAX,Newark,Los Angeles,0,0,0,0
PHL,ROC,Philadelphia,Rochester,0,0,0,0
ANC,ICN,Anchorage,Seoul,0,0,0,0
ANC,ICN,Anchorage,Seoul,0,0,0,0
MUC,TSR,Munich,Timisoara,0,0,0,0
ANC,ICN,Anchorage,Seoul,0,0,0,0
YWG,YYZ,Winnipeg,Toronto,0,0,0,0
PHL,ROC,Philadelphia,Rochester,0,0,0,0
PHL,ROC,Philadelphia,Rochester,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
IAH,MSY,Houston,New Orleans,0,0,0,0
MCO,BNA,Orlando,Nashville,0,0,0,0
GOT,ORB,Gothenburg,Örebro,0,0,0,0
IAH,MSY,Houston,New Orleans,0,0,0,0
LAX,OAK,Los Angeles,Oakland,0,0,0,0
PHL,ROC,Philadelphia,Rochester,0,0,0,0
DUR,JNB,Durban,Johannesburg,0,0,0,0
EWR,BWI,Newark,Baltimore,0,0,0,0
ANC,EWR,Anchorage,Newark,0,0,0,0
VIE,TLV,Vienna,Tel Aviv,0,0,0,0
YYZ,YYC,Toronto,Calgary,0,0,0,0
DWC,CDG,Dubai,Paris,0,0,0,0
VIE,TLV,Vienna,Tel Aviv,0,0,0,0
MEM,STN,Memphis,London,0,0,0,0
YYZ,YYC,Toronto,Calgary,0,0,0,0
HEL,TLL,Helsinki,Tallinn,0,0,0,0
HEL,TLL,Helsinki,Tallinn,0,0,0,0
MUC,TSR,Munich,Timisoara,0,0,0,0
MCO,BNA,Orlando,Nashville,0,0,0,0
CGN,WAW,Cologne,Warsaw,0,0,0,0
HEL,TLL,Helsinki,Tallinn,0,0,0,0
STL,IND,St Louis,Indianapolis,0,0,0,0
LYS,NCE,Lyon,Nice,0,0,0,0
KIX,PEK,Osaka,Beijing,0,0,0,0
MUC,TSR,Munich,Timisoara,0,0,0,0
ANC,KIX,Anchorage,Osaka,0,0,0,0
MEM,OMA,Memphis,Omaha,0,0,0,0
ALB,EWR,Albany,Newark,0,0,0,0
YYZ,YYC,Toronto,Calgary,0,0,0,0
EWR,MEM,Newark,Memphis,0,0,0,0
YYZ,YYC,Toronto,Calgary,0,0,0,0
HEL,TLL,Helsinki,Tallinn,0,0,0,0
PHX,OAK,Phoenix,Oakland,0,0,0,0
EWR,LAX,Newark,Los Angeles,0,0,0,0
ANC,ICN,Anchorage,Seoul,0,0,0,0
AUS,AFW,Austin,Fort Worth,0,0,0,0
FCO,SOF,Rome,Sofia,0,0,0,0
ONT,IND,Ontario,Indianapolis,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
ONT,IND,Ontario,Indianapolis,0,0,0,0
SEA,IND,Seattle,Indianapolis,0,0,0,0
ONT,IND,Ontario,Indianapolis,0,0,0,0
MCO,BNA,Orlando,Nashville,0,0,0,0
SEA,IND,Seattle,Indianapolis,0,0,0,0
HNL,MEM,Honolulu,Memphis,0,0,0,0
SIN,CRK,Singapore,Angeles City,0,0,0,0
AUS,AFW,Austin,Fort Worth,0,0,0,0
SIN,CRK,Singapore,Angeles City,0,0,0,0
JFK,IND,New York,Indianapolis,0,0,0,0
YYZ,YVR,Toronto,Vancouver,0,0,0,0
SIN,CRK,Singapore,Angeles City,0,0,0,0
ORD,IND,Chicago,Indianapolis,0,0,0,0
BWI,MEM,Baltimore,Memphis,0,0,0,0
AUS,AFW,Austin,Fort Worth,0,0,0,0
AUS,AFW,Austin,Fort Worth,0,0,0,0
ONT,IND,Ontario,Indianapolis,0,0,0,0
HNL,KIX,Honolulu,Osaka,0,0,0,0
BOS,IND,Boston,Indianapolis,0,0,0,0
BOS,IND,Boston,Indianapolis,0,0,0,0
DEN,OMA,Denver,Omaha,0,0,0,0
AFW,IND,Fort Worth,Indianapolis,0,0,0,0
BOS,IND,Boston,Indianapolis,0,0,0,0
NRT,TPE,Tokyo,Taipei,0,0,0,0
SAN,IND,San Diego,Indianapolis,0,0,0,0
SEA,IND,Seattle,Indianapolis,0,0,0,0
NRT,TPE,Tokyo,Taipei,0,0,0,0
MRS,MLA,Marseille,Luqa,0,0,0,0
BCN,VLC,Barcelona,Valencia,0,0,0,0
BOS,IND,Boston,Indianapolis,0,0,0,0
SAN,IND,San Diego,Indianapolis,0,0,0,0
MEM,DHN,Memphis,Dothan,0,0,0,0
GOT,ORB,Gothenburg,Örebro,0,0,0,0
PHX,IND,Phoenix,Indianapolis,0,0,0,0
BCN,VLC,Barcelona,Valencia,0,0,0,0
DEN,OMA,Denver,Omaha,0,0,0,0
FLL,IND,Fort Lauderdale,Indianapolis,0,0,0,0
PHX,IND,Phoenix,Indianapolis,0,0,0,0
BCN,VLC,Barcelona,Valencia,0,0,0,0
PHX,IND,Phoenix,Indianapolis,0,0,0,0
MEM,DHN,Memphis,Dothan,0,0,0,0
DEN,OMA,Denver,Omaha,0,0,0,0
SAN,IND,San Diego,Indianapolis,0,0,0,0
PHX,IND,Phoenix,Indianapolis,0,0,0,0
BCN,VLC,Barcelona,Valencia,0,0,0,0
BOG,MDE,Bogota,Rionegro,0,0,0,0
FLL,IND,Fort Lauderdale,Indianapolis,0,0,0,0
BOG,MDE,Bogota,Rionegro,0,0,0,0
AFW,IND,Fort Worth,Indianapolis,0,0,0,0
PDX,IND,Portland,Indianapolis,0,0,0,0
PDX,IND,Portland,Indianapolis,0,0,0,0
FLL,IND,Fort Lauderdale,Indianapolis,0,0,0,0
YMX,YHZ,Montréal,Halifax,0,0,0,0
FLL,IND,Fort Lauderdale,Indianapolis,0,0,0,0
MEM,EWR,Memphis,Newark,0,0,0,0
AFW,IND,Fort Worth,Indianapolis,0,0,0,0
PDX,IND,Portland,Indianapolis,0,0,0,0
MEM,TPA,Memphis,Tampa,0,0,0,0
SEA,IND,Seattle,Indianapolis,0,0,0,0
OTP,SOF,Bucharest,Sofia,0,0,0,0
PEN,TPE,Penang,Taipei,0,0,0,0
AFW,IND,Fort Worth,Indianapolis,0,0,0,0
YYZ,YEG,Toronto,Edmonton,0,0,0,0
HNL,ONT,Honolulu,Ontario,0,0,0,0
SAN,IND,San Diego,Indianapolis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
GOT,ORB,Gothenburg,Örebro,0,0,0,0
BOG,MDE,Bogota,Rionegro,0,0,0,0
PDX,IND,Portland,Indianapolis,0,0,0,0
NRT,TPE,Tokyo,Taipei,0,0,0,0
DWC,CGN,Dubai,Cologne,0,0,0,0
YYZ,YEG,Toronto,Edmonton,0,0,0,0
OTP,SOF,Bucharest,Sofia,0,0,0,0
ANC,MEM,Anchorage,Memphis,0,0,0,0
PEN,TPE,Penang,Taipei,0,0,0,0
HNL,ONT,Honolulu,Ontario,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
OTP,SOF,Bucharest,Sofia,0,0,0,0
PEN,TPE,Penang,Taipei,0,0,0,0
BOG,MDE,Bogota,Rionegro,0,0,0,0
IAH,MEM,Houston,Memphis,0,0,0,0
MEM,CGN,Memphis,Cologne,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
YYZ,YEG,Toronto,Edmonton,0,0,0,0
YYZ,YEG,Toronto,Edmonton,0,0,0,0
HNL,MEM,Honolulu,Memphis,0,0,0,0
CAE,ATL,Columbia,Atlanta,0,0,0,0
PEN,TPE,Penang,Taipei,0,0,0,0
PEN,TPE,Penang,Taipei,0,0,0,0
HNL,MEM,Honolulu,Memphis,0,0,0,0
BOM,CDG,Mumbai,Paris,0,0,0,0
IAD,IND,Washington,Indianapolis,0,0,0,0
BQN,MEM,Aguadilla,Memphis,0,0,0,0
IAD,IND,Washington,Indianapolis,0,0,0,0
OAK,IND,Oakland,Indianapolis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
LGG,MEM,Liege,Memphis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
BWI,IND,Baltimore,Indianapolis,0,0,0,0
OAK,IND,Oakland,Indianapolis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
OAK,IND,Oakland,Indianapolis,0,0,0,0
AFW,AUS,Fort Worth,Austin,0,0,0,0
AFW,AUS,Fort Worth,Austin,0,0,0,0
BWI,IND,Baltimore,Indianapolis,0,0,0,0
DWC,CGN,Dubai,Cologne,0,0,0,0
BWI,IND,Baltimore,Indianapolis,0,0,0,0
OAK,IND,Oakland,Indianapolis,0,0,0,0
DWC,CDG,Dubai,Paris,0,0,0,0
AFW,AUS,Fort Worth,Austin,0,0,0,0
BWI,IND,Baltimore,Indianapolis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
AKL,SYD,Auckland,Sydney,0,0,0,0
YYZ,YWG,Toronto,Winnipeg,0,0,0,0
ATL,IND,Atlanta,Indianapolis,0,0,0,0
ORB,CDG,Örebro,Paris,0,0,0,0
OTP,SOF,Bucharest,Sofia,0,0,0,0
LAX,IND,Los Angeles,Indianapolis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
MEM,SEA,Memphis,Seattle,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
IAD,IND,Washington,Indianapolis,0,0,0,0
CAE,ATL,Columbia,Atlanta,0,0,0,0
AFW,AUS,Fort Worth,Austin,0,0,0,0
ATL,IND,Atlanta,Indianapolis,0,0,0,0
IAD,IND,Washington,Indianapolis,0,0,0,0
ATH,LCA,Athens,Larnarca,0,0,0,0
DEN,OMA,Denver,Omaha,0,0,0,0
ATL,IND,Atlanta,Indianapolis,0,0,0,0
BOG,MDE,Bogota,Rionegro,0,0,0,0
CAE,ATL,Columbia,Atlanta,0,0,0,0
LAX,IND,Los Angeles,Indianapolis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
GOT,ORB,Gothenburg,Örebro,0,0,0,0
KUN,KTW,Kaunas,Katowice,0,0,0,0
ATL,IND,Atlanta,Indianapolis,0,0,0,0
MEM,YMX,Memphis,Montréal,0,0,0,0
CAE,ATL,Columbia,Atlanta,0,0,0,0
ATH,LCA,Athens,Larnarca,0,0,0,0
LGG,MEM,Liege,Memphis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
LAX,IND,Los Angeles,Indianapolis,0,0,0,0
MCO,TLH,Orlando,Tallahassee,0,0,0,0
ANC,CAN,Anchorage,Guangzhou,0,0,0,0
TLL,ARN,Tallinn,Stockholm,0,0,0,0
